-3.1768,-3.6535
-0.96719,2.7985
3.4119,-3.3081
-3.0632,-3.3156
1.123,2.874
-3.9207,-2.5341
-1.2655,-1.0019
-3.4241,-0.83258
-1.2542,-0.36955
2.697,3.2722
2.8322,1.0514
2.8046,-0.56816
1.2615,3.8867
3.571,0.79444
0.38962,-2.6627
-2.303,2.6763
-2.4898,-1.4964
-2.9628,-3.2694
-2.3717,-3.0293
-2.9027,-1.7801
-3.4057,-3.6357
-0.55153,2.9773
3.8877,-2.7612
-1.3079,1.3123
-1.3982,3.1739
-0.54736,-1.0715
-1.0095,3.2108
2.4577,3.9912
-0.5084,1.7861
-3.0613,0.97639
0.6838,1.5624
-1.2313,0.75323
-1.1979,1.1395
-2.6272,1.0574
2.5404,1.3035
-0.81342,-3.4831
-2.6006,1.2482
2.6581,-0.93295
-0.86704,3.1307
0.34252,0.59099
1.2771,-1.1565
-3.4462,-3.614
3.3206,-3.2918
1.1724,-1.3857
0.83641,2.861
2.4116,1.0673
1.5295,3.3372
-2.9393,2.5749
-0.33305,-2.8832
3.0034,3.432
0.29285,-2.6177
1.672,0.36599
-3.1159,3.2911
1.3676,-3.0671
-1.2872,-2.4507
1.2433,-0.63048
3.332,2.8613
3.4028,3.1071
-2.8016,3.2031
2.9838,2.0213
1.0574,0.75586
-2.8798,0.84276
-1.2936,2.5448
-2.7811,-1.8877
0.57673,1.334
0.24235,2.7559
-2.9338,1.4661
3.0786,-3.381
-0.91223,3.379
-0.29505,1.2797
-0.50976,3.2226
-2.2589,2.5873
1.0876,2.9291
-0.63869,2.8131
-1.2351,-1.3817
2.9082,-3.177
2.305,-1.6446
-2.9722,0.93741
1.3686,0.92148
-1.4208,0.66942
0.91153,-2.7466
0.71208,2.583
-1.3215,2.9013
-0.64118,-2.7913
3.0267,1.0848
1.2941,-3.9533
-2.8422,-3.3071
-2.6279,-1.1615
-1.8975,0.77998
2.5936,0.46201
0.93165,-1.0171
1.1383,-1.0667
-2.5433,-0.49119
-3.2543,1.0446
2.7595,-0.71948
-1.1134,-1.0519
-0.72356,-3.7259
-0.95768,-3.5858
1.4476,2.7012
-1.3069,2.8275
-2.8365,-2.7708
3.154,-1.3318
2.3463,-1.25
1.1179,1.1017
-0.30824,0.77651
0.52372,0.51154
0.74667,-1.2203
2.5957,-1.2705
-2.551,1.2748
0.77871,3.0883
-0.70123,-0.78292
0.34599,0.81719
0.27529,3.8417
-2.6034,-2.9566
-2.7641,0.63424
-2.8886,2.4737
-2.6155,3.0392
-0.97312,0.83831
3.0556,2.4624
-1.3479,0.81318
1.0038,0.35265
2.5625,-2.7286
0.64583,-0.22711
0.81024,3.2943
-2.9448,-3.1285
1.6373,-2.4594
3.1501,-0.88428
3.1615,0.11765
1.216,0.94249
1.4786,-0.96871
3.2308,-0.77644
-0.97468,-1.0653
-1.1722,3.4667
1.2375,-1.5282
-1.6694,3.9779
1.0166,1.5377
-2.6249,2.9019
2.9094,-2.8855
-2.7706,-3.347
1.0686,0.6299
-0.76737,1.0303
0.80378,-2.6081
-2.3354,3.3681
-2.8423,1.8476
3.0561,-1.1296
-3.4734,0.91132
-1.0768,-0.087255
0.42518,2.8773
-3.1148,-2.9419
0.51125,3.015
2.9746,2.7425
1.0605,2.4881
2.8073,-1.1634
-2.3507,-0.12499
-0.45568,-1.3694
-0.43778,3.0011
1.2349,0.53969
-2.6898,3.4631
-3.2613,1.3127
-0.94759,1.0638
-3.4463,0.9811
-2.9046,-0.41195
-0.54584,1.2297
-3.4377,2.9986
0.91694,-2.9457
0.41703,-0.38805
-2.7589,-0.80323
-2.5106,3.1069
-0.54532,-0.77392
-1.4078,-3.0392
-3.2819,-3.3926
2.9594,1.1462
0.84288,0.35492
-3.2098,2.724
1.9962,-0.57932
-0.74683,-3.2762
-3.0932,3.1074
-2.7243,0.9144
3.1052,-2.8897
1.8156,1.1684
0.88019,0.80082
-2.6874,2.1552
-0.58441,1.406
-1.1261,-3.2218
-2.793,1.1132
1.0946,1.3855
-0.63343,0.5696
-0.2192,-2.5005
0.63758,1.2947
-2.165,1.0487
-2.9147,2.8573
-1.3177,3.4792
0.67778,3.1773
1.0468,3.2117
-2.9451,-1.9292
3.1634,-0.77946
3.3288,1.4678
-0.85622,-3.0202
2.5926,-2.2834
0.72557,0.96219
-3.3018,-3.3956
2.7652,2.9934
-0.85878,-3.6824
-2.8645,-2.4999
2.9095,-3.4709
-3.3972,-0.88801
0.87043,3.3636
3.2374,-2.808
0.94846,-0.85146
1.5727,0.65625
-1.3254,-3.0219
1.117,1.37
3.4578,-1.3036
-1.3421,-1.4914
-3.0223,-3.2778
-1.483,-0.66024
-1.3702,2.8908
-1.5755,-2.9114
0.62831,-1.6938
1.1462,2.6928
-1.0955,-1.2781
3.2318,0.49662
-0.59133,3.4668
-0.85583,-0.5865
1.3084,2.3768
-2.6998,3.0994
-2.0626,-3.3839
-2.6989,0.93409
-3.5933,1.0182
3.1176,-0.32022
-2.7346,3.1473
3.3748,0.73897
1.3249,3.3306
-3.1956,1.3483
-0.98899,-2.945
1.1373,1.8916
-2.9142,0.93369
3.8068,-3.1825
0.36199,-0.78281
-0.65975,-3.5178
3.4718,0.83636
-1.2348,2.7852
3.1971,1.5434
-1.0354,1.2811
2.5891,-2.7584
-2.96,-2.6342
3.6633,-2.6424
0.84128,3.013
1.2495,0.43701
2.5541,-3.6684
2.6335,3.015
-1.4927,1.6615
-3.5705,3.3304
-3.3748,3.4166
2.6423,1.7133
-1.1758,-1.1929
